Community Index,Community Size,Term,Overlap,Adjusted P-value,Category,Gene_set,P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Overlap (value)
1,1000,U2-type Catalytic Step 2 Spliceosome (GO:0071007),11/29,6.087628297365013e-07,protein-containing complex,GO_Cellular_Component_2023,6.965942827830611e-08,0.0,0.0,11.729131558251884,193.29195683775657,SNRNP40;DHX8;SNRPD2;SNRPD1;BUD31;CDC5L;SNRPE;SNRPD3;PRPF8;BCAS2;CDC40,0.3793103448275862
1,1000,Establishment Of Protein Localization To Mitochondrion (GO:0072655),14/44,5.891261549292019e-07,localization,GO_Biological_Process_2023,1.569607872813149e-08,0.0,0.0,8.978363759296823,161.33989415853253,DNAJC19;TIMM8B;TIMM9;PAM16;TIMM13;TOMM34;TIMM23;TIMM10;TOMM20;GDAP1;HSPD1;GRPEL1;TIMM17A;TIMM17B,0.3181818181818182
1,1000,Mitochondrial Transport (GO:0006839),14/53,6.863252402879352e-06,localization,GO_Biological_Process_2023,2.153655283319157e-07,0.0,0.0,6.90315701877568,105.96987410380817,DNAJC19;TIMM8B;MTX2;TIMM9;TOMM34;TIMM13;TIMM23;TIMM10;TOMM20;GDAP1;OXA1L;KIFBP;TIMM17A;TIMM17B,0.2641509433962264
1,1000,pre-mRNA Binding (GO:0036002),12/30,4.6883417143408267e-07,binding,GO_Molecular_Function_2023,8.568770757280884e-09,0.0,0.0,12.808367071524966,237.9172313802545,HNRNPL;ZRSR2;ERI1;U2AF2;TRA2B;HNRNPU;U2AF1;HNRNPC;RNPC3;HNRNPA1;SRSF6;PRPF8,0.4
1,1000,Inner Mitochondrial Membrane Organization (GO:0007007),13/34,1.5442923561276766e-07,cellular process,GO_Biological_Process_2023,3.931590959946127e-09,0.0,0.0,11.90365224103826,230.3859241386336,HSPA9;TIMM8B;TIMM8A;TIMM29;MTX2;TIMM9;TIMM13;IMMT;TIMM22;TIMM10;CHCHD3;SAMM50;SLC25A46,0.38235294117647056
1,1000,"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",12/28,1.3301018952009064e-07,cellular process,GO_Biological_Process_2023,3.307535796236712e-09,0.0,0.0,14.410931174089068,281.40315223892253,UPF2;SKIC8;RBM8A;MAGOH;UPF3B;SMG9;UPF3A;RNPS1;SMG7;MAGOHB;GSPT1;PNRC2,0.42857142857142855
1,1000,tRNA Modification (GO:0006400),18/67,1.2362339507624956e-07,cellular process,GO_Biological_Process_2023,3.0009231486833814e-09,0.0,0.0,7.089197389750198,139.1208615836943,SSB;METTL1;NSUN2;WDR4;KTI12;CDKAL1;THADA;PUS7;ELP5;FTSJ1;TARBP1;GON7;SARS1;ALKBH1;TRMT6;DUS1L;DUS4L;METTL8,0.26865671641791045
1,1000,RNA Modification (GO:0009451),16/51,7.859476374074009e-08,cellular process,GO_Biological_Process_2023,1.8613324746178822e-09,0.0,0.0,8.810685249709639,177.11215895271778,AARS1;SSB;METTL1;NSUN2;WDR4;METTL3;TSR3;NAT10;KTI12;PUS7;ELP5;FTSJ1;HNRNPAB;FTSJ3;SARS1;ALKBH1,0.3137254901960784
1,1000,U5 snRNP (GO:0005682),10/19,5.2183892804492357e-08,protein-containing complex,GO_Cellular_Component_2023,5.711669859198167e-09,0.0,0.0,21.31425364758698,404.560613945833,SNRNP40;PRPF18;PRPF6;SNRPD2;SNRPD1;DDX23;SNRPE;SNRPD3;TXNL4A;PRPF8,0.5263157894736842
1,1000,Spliceosomal snRNP Assembly (GO:0000387),14/37,5.014659254109912e-08,cellular process,GO_Biological_Process_2023,1.1579142149809743e-09,0.0,0.0,11.715230619984126,241.06014789692492,GEMIN2;PRPF8;WDR77;SART3;PRPF6;SNRPD2;SNRPD1;CLNS1A;PRPF3;GEMIN5;GEMIN6;SNRPE;SNRPD3;HNRNPC,0.3783783783783784
1,1000,"Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)",9/13,4.996451909723709e-08,cellular process,GO_Biological_Process_2023,1.1241277239165243e-09,0.0,0.0,43.12916246215944,888.7306687961795,RCL1;NOP14;TBL3;BMS1;RPP40;RRS1;SDE2;TSR1;UTP20,0.6923076923076923
