Community Index,Community Size,Term,Overlap,Adjusted P-value,Category,Gene_set,P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Overlap (value)
8,484,Phenylalanine metabolism,6/17,7.979729643801383e-06,Amino acid metabolism,KEGG_2021_Human,1.921046025359592e-06,0.0,0.0,22.257512362114877,292.96763844113866,ALDH3B2;MAOB;MAOA;ALDH3B1;PAH;GLYAT,0.35294117647058826
8,484,Aldehyde Dehydrogenase [NAD(P)+] Activity (GO:0004030),9/14,1.4265691453125708e-10,catalytic activity,GO_Molecular_Function_2023,4.753635723671458e-12,0.0,0.0,73.93642105263157,1927.678604364438,ALDH3A2;ALDH4A1;ALDH3B2;ALDH1L1;ALDH1B1;ALDH2;ALDH3B1;ALDH1A1;ALDH7A1,0.6428571428571429
8,484,Aldehyde Dehydrogenase (NAD+) Activity (GO:0004029),9/14,1.4265691453125708e-10,catalytic activity,GO_Molecular_Function_2023,4.753635723671458e-12,0.0,0.0,73.93642105263157,1927.678604364438,ALDH3A2;ALDH4A1;ALDH3B2;ALDH1L1;ALDH1B1;ALDH2;ALDH3B1;ALDH1A1;ALDH7A1,0.6428571428571429
8,484,acyl-CoA Metabolic Process (GO:0006637),12/31,1.7759612308578996e-10,cellular process,GO_Biological_Process_2023,3.2753383355985855e-12,0.0,0.0,26.088760035682427,689.9068221681382,ACOT9;MCEE;ACSM3;ACOT12;ACOT2;ACOT1;GLYAT;HMGCS2;MLYCD;BAAT;ACOT6;ACOT4,0.3870967741935484
8,484,Bile Acid Metabolic Process (GO:0008206),12/31,1.7759612308578996e-10,cellular process,GO_Biological_Process_2023,3.2753383355985855e-12,0.0,0.0,26.088760035682427,689.9068221681382,CYP27A1;CYP39A1;AMACR;SCP2;ACOX2;AKR1C1;OSBPL3;ACAA1;BAAT;CYP7B1;OSBPL1A;SLC27A2,0.3870967741935484
8,484,Ribonucleoside Bisphosphate Metabolic Process (GO:0033875),11/25,2.385458313922111e-10,cellular process,GO_Biological_Process_2023,4.888234249840392e-12,0.0,0.0,32.395348837209305,843.7106193175227,ACOT9;ACSM3;ACOT12;ACOT2;ACOT1;CROT;GLYAT;MLYCD;BAAT;ACOT6;ACOT4,0.44
8,484,Purine Nucleoside Bisphosphate Metabolic Process (GO:0034032),11/25,2.385458313922111e-10,cellular process,GO_Biological_Process_2023,4.888234249840392e-12,0.0,0.0,32.395348837209305,843.7106193175227,ACOT9;ACSM3;ACOT12;ACOT2;ACOT1;CROT;GLYAT;MLYCD;BAAT;ACOT6;ACOT4,0.44
8,484,acyl-CoA Hydrolase Activity (GO:0047617),10/20,2.512582711707298e-10,catalytic activity,GO_Molecular_Function_2023,9.34045617735055e-12,0.0,0.0,41.151898734177216,1045.1210283898283,ACOT9;ABCD2;ACAA2;ACOT11;ACOT2;THEM5;ACOT1;BAAT;ACOT6;ACOT4,0.5
8,484,Organic Hydroxy Compound Biosynthetic Process (GO:1901617),13/42,4.966743052204704e-10,None,GO_Biological_Process_2023,1.1195527371772895e-11,0.0,0.0,18.54681894721429,467.667438524986,OSBPL3;MSMO1;BAAT;CYP7B1;CYP27A1;CYP39A1;AMACR;SCP2;ACOX2;HSD17B1;PNPO;OSBPL1A;SLC27A2,0.30952380952380953
8,484,Glutathione Transferase Activity (GO:0004364),11/28,5.393105738374189e-10,catalytic activity,GO_Molecular_Function_2023,2.2053592238704863e-11,0.0,0.0,26.67441860465116,654.5247632381495,GSTZ1;GSTK1;HPGDS;GSTM1;GSTO1;MGST3;GSTA1;MGST1;GSTT2;MGST2;GSTT1,0.39285714285714285
